,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
302,28,1,1476,1,16,2,2,1,68,4,2,1,0,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,False,0,0,1,0,0,0,0,0,0,0,0,0,0
303,31,1,218,0,7,3,2,1,100,4,2,4,1,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,False,0,0,0,0,1,0,0,0,0,0,0,1,0
304,39,1,1132,1,1,3,3,1,48,4,3,4,2,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,False,0,0,1,0,0,0,0,0,0,0,0,0,0
305,36,0,1105,1,24,4,2,0,47,3,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,False,1,0,0,0,0,0,1,0,0,0,0,0,0
306,32,1,906,0,7,3,4,1,91,2,2,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,False,1,0,0,0,0,0,0,0,0,0,0,1,0
307,38,1,849,1,25,2,1,0,81,2,3,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,False,1,0,0,0,0,0,0,0,0,1,0,0,0
308,58,0,390,1,1,4,4,1,32,1,2,3,2,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0
309,31,1,691,1,5,4,3,1,86,3,1,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,False,0,0,0,0,1,0,0,0,0,0,1,0,0
310,31,1,106,2,2,3,1,1,62,2,2,1,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,False,0,0,0,0,0,1,0,0,0,0,0,0,0
311,45,2,1249,1,7,3,1,1,97,3,3,1,2,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,False,1,0,0,0,0,0,1,0,0,0,0,0,0
312,31,1,192,1,2,4,3,1,32,3,1,4,2,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
313,33,2,553,1,5,4,4,0,74,3,3,2,1,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,False,1,0,0,0,0,0,0,1,0,0,0,0,0
314,39,1,117,1,10,1,3,1,99,3,4,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,False,0,0,1,0,0,0,0,1,0,0,0,0,0
315,43,2,185,1,10,4,3,0,33,3,1,4,0,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,False,1,0,0,0,0,0,1,0,0,0,0,0,0
316,49,1,1091,1,1,2,3,0,90,2,4,3,0,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,False,0,0,0,0,1,0,0,0,0,0,0,0,0
317,52,1,723,1,8,4,3,1,85,2,2,2,1,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,True,0,0,1,0,0,0,0,0,0,0,1,0,0
318,27,1,1220,1,5,3,3,0,85,3,1,2,0,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
319,32,1,588,0,8,2,3,0,65,2,2,2,1,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,False,0,0,0,0,1,0,0,0,0,0,0,1,0
320,27,1,1377,0,2,3,4,1,74,3,2,3,0,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,False,1,0,0,0,0,0,0,0,0,0,0,1,0
321,31,1,691,0,7,3,4,1,73,3,2,4,2,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
322,32,1,1018,1,2,4,1,0,74,4,2,4,0,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,False,0,0,1,0,0,0,0,0,0,0,1,0,0
323,28,1,1157,1,2,4,1,1,84,1,1,4,1,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,True,0,0,1,0,0,0,0,0,0,0,1,0,0
324,30,1,1275,1,28,2,4,0,64,3,2,4,1,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,False,0,0,1,0,0,0,0,0,0,0,1,0,0
325,31,2,798,1,7,2,3,0,48,2,3,3,1,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,False,1,0,0,0,0,0,0,0,1,0,0,0,0
326,39,2,672,1,7,2,3,1,54,2,5,4,1,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,False,0,0,1,0,0,0,0,1,0,0,0,0,0
327,39,1,1162,0,3,2,4,0,41,3,2,3,1,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,True,0,0,1,0,0,0,0,0,0,0,0,1,0
328,33,2,508,0,10,3,2,1,46,2,2,4,0,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,False,0,1,0,0,0,0,0,0,0,0,0,1,0
329,47,1,1482,1,5,5,4,1,42,3,5,3,1,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,False,1,0,0,0,0,0,0,0,0,1,0,0,0
330,43,2,559,1,10,4,3,0,82,2,2,3,2,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
331,27,0,210,0,1,1,3,1,73,3,2,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,False,0,1,0,0,0,0,0,0,0,0,0,1,0
332,54,2,928,1,20,4,4,0,31,3,2,3,0,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,False,1,0,0,0,0,0,0,0,0,0,1,0,0
333,43,1,1001,1,7,3,3,0,43,3,3,1,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0
334,45,1,549,1,8,4,4,1,75,3,2,4,1,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,False,0,0,0,1,0,0,0,0,0,0,1,0,0
335,40,1,1124,0,1,2,2,1,57,1,2,4,1,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,False,0,0,1,0,0,0,0,0,0,0,0,1,0
336,29,1,318,1,8,4,2,1,77,1,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,True,0,0,0,1,0,0,1,0,0,0,0,0,0
337,29,1,738,1,9,5,2,1,30,2,1,4,0,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,False,0,0,0,1,0,0,1,0,0,0,0,0,0
338,30,1,570,0,5,3,4,0,30,2,2,3,2,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
339,27,1,1130,0,8,4,2,0,56,3,2,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
340,37,1,1192,1,5,2,4,1,61,3,2,4,2,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,False,0,0,1,0,0,0,0,0,1,0,0,0,0
341,38,1,343,1,15,2,3,1,92,2,3,4,2,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,False,1,0,0,0,0,0,0,0,0,1,0,0,0
342,31,1,1232,1,7,4,3,0,39,3,3,4,0,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,False,0,0,1,0,0,0,0,0,1,0,0,0,0
343,29,1,144,0,10,1,4,0,39,2,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
344,35,1,1296,1,5,4,3,1,62,3,3,2,0,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,False,0,0,0,0,1,0,0,0,1,0,0,0,0
345,23,1,1309,1,26,1,3,1,83,3,1,4,2,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
346,41,1,483,1,6,3,4,1,95,2,2,2,0,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,False,0,0,1,0,0,0,0,0,1,0,0,0,0
347,47,2,1309,0,4,1,2,1,99,3,2,3,0,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,0,1
348,42,1,810,1,23,5,1,0,44,3,4,4,0,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0
349,29,0,746,0,2,3,4,1,61,3,2,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,False,1,0,0,0,0,0,0,0,0,0,0,1,0
350,42,1,544,2,2,1,3,1,52,3,1,3,2,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,False,0,0,0,0,1,1,0,0,0,0,0,0,0
351,32,1,1062,1,2,3,3,0,75,3,1,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,False,0,0,1,0,0,0,1,0,0,0,0,0,0
352,48,1,530,0,29,1,1,0,91,3,3,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,False,0,0,1,0,0,0,0,1,0,0,0,0,0
353,37,1,1319,1,6,3,3,1,51,4,2,1,2,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,False,0,0,1,0,0,0,0,0,0,0,1,0,0
354,30,0,641,0,25,2,4,0,85,3,2,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,False,0,0,0,0,1,0,0,0,0,0,0,1,0
355,26,1,933,0,1,3,3,1,57,3,2,3,1,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
356,42,1,1332,1,2,4,1,1,98,2,2,4,0,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,0,0,0
357,21,2,756,0,1,1,1,0,99,2,1,2,0,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,True,0,0,0,0,1,0,0,0,0,0,0,0,1
358,36,0,845,0,1,5,4,0,45,3,2,4,0,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,False,0,0,1,0,0,0,0,0,0,0,0,1,0
359,36,2,541,0,3,4,1,1,48,2,3,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,False,0,0,1,0,0,0,0,0,0,0,0,1,0
360,57,1,593,1,1,4,4,1,88,3,2,3,1,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,False,0,0,1,0,0,0,0,0,0,0,0,0,0
361,40,1,1171,1,10,4,4,0,46,4,1,3,1,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,False,1,0,0,0,0,0,1,0,0,0,0,0,0
362,21,0,895,0,9,2,1,1,39,3,1,4,0,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,False,0,0,1,0,0,0,0,0,0,0,0,0,1
363,33,1,350,0,5,3,4,0,34,3,1,3,0,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0,1
364,37,1,921,1,10,3,3,0,98,3,1,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,False,0,0,1,0,0,0,1,0,0,0,0,0,0
365,46,0,1144,1,7,4,3,0,30,3,2,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0
366,41,2,143,0,4,3,1,1,56,3,2,2,0,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,True,0,1,0,0,0,0,0,0,0,0,0,1,0
367,50,1,1046,1,10,3,4,1,100,2,3,4,0,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,False,0,0,0,0,1,0,0,0,0,0,0,0,0
368,40,1,575,0,22,2,3,1,68,2,2,3,1,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,True,0,1,0,0,0,0,0,0,0,0,0,1,0
369,31,1,408,1,9,4,3,1,42,2,1,2,0,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
370,21,1,156,0,12,3,3,0,90,4,1,2,0,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0,1
371,29,1,1283,1,23,3,4,1,54,3,1,4,0,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
372,35,1,755,1,9,4,3,1,97,2,2,2,0,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0
373,27,1,1469,1,1,2,4,1,82,3,1,2,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,False,0,0,1,0,0,0,1,0,0,0,0,0,0
374,28,1,304,0,9,4,2,1,92,3,2,4,0,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
375,49,1,1261,1,7,3,2,1,31,2,3,3,0,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,False,0,0,0,1,0,0,0,0,0,0,0,0,0
376,51,1,1178,0,14,2,3,0,87,3,2,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
377,36,1,329,1,2,3,4,0,96,3,1,3,1,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
378,34,0,1362,0,19,3,1,1,67,4,2,4,0,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,True,0,1,0,0,0,0,0,0,0,0,0,1,0
379,55,1,1311,1,2,3,3,0,97,3,4,4,0,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,False,1,0,0,0,0,0,0,1,0,0,0,0,0
380,24,1,1371,0,10,4,4,0,77,3,2,3,2,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,False,0,1,0,0,0,0,0,0,0,0,0,1,0
381,30,1,202,0,2,1,3,1,72,3,1,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,False,0,0,0,0,1,0,0,0,0,0,0,0,1
382,26,2,575,1,3,1,3,1,73,3,1,1,0,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,True,0,0,0,0,1,0,0,0,0,0,1,0,0
383,22,1,253,1,11,3,1,0,43,3,1,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0
384,36,1,164,0,2,2,2,1,61,2,3,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,False,0,0,1,0,0,0,0,0,0,0,0,1,0
385,30,2,464,1,4,3,3,1,40,3,1,4,0,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,True,0,0,0,0,1,0,0,0,0,0,1,0,0
386,37,1,1107,1,14,3,4,0,95,3,1,1,2,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,False,1,0,0,0,0,0,1,0,0,0,0,0,0
387,40,1,759,0,2,2,4,0,46,3,2,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,False,0,1,0,0,0,0,0,0,0,0,0,1,0
388,42,1,201,1,1,4,2,0,95,3,1,1,2,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
389,37,1,1305,1,10,4,3,1,49,3,2,2,0,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0
390,43,1,982,1,12,3,1,1,59,2,4,2,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,False,1,0,0,0,0,0,0,0,0,1,0,0,0
391,40,1,555,1,2,3,2,0,78,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,False,0,0,1,0,0,0,1,0,0,0,0,0,0
392,54,1,821,1,5,2,1,1,86,3,5,1,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,False,0,0,1,0,0,0,0,0,0,1,0,0,0
393,34,0,1381,0,4,4,3,0,72,3,2,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
394,31,1,480,1,7,2,2,0,31,3,2,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,False,0,0,1,0,0,0,0,0,1,0,0,0,0
395,43,2,313,1,21,3,4,1,61,3,1,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,False,0,0,1,0,0,0,1,0,0,0,0,0,0
396,43,1,1473,1,8,4,3,0,74,3,2,3,2,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,False,0,0,0,1,0,0,0,0,0,0,0,0,0
397,25,1,891,0,4,2,2,0,99,2,2,4,0,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,False,1,0,0,0,0,0,0,0,0,0,0,1,0
398,37,0,1063,1,25,5,2,0,72,3,2,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,False,0,0,1,0,0,0,0,0,0,0,1,0,0
399,31,1,329,1,1,2,4,1,98,2,1,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,False,1,0,0,0,0,0,1,0,0,0,0,0,0
400,39,2,1218,1,1,1,2,1,52,3,5,3,2,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,False,1,0,0,0,0,0,0,1,0,0,0,0,0
401,56,2,906,0,6,3,3,0,86,4,4,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,False,1,0,0,0,0,0,0,0,0,0,0,1,0
402,30,1,1082,0,12,3,2,0,83,3,2,3,0,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,False,0,0,0,0,1,0,0,0,0,0,0,1,0
403,41,1,645,0,1,3,2,1,49,4,3,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
404,28,1,1300,1,17,2,3,1,79,3,2,1,2,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,False,0,0,1,0,0,0,1,0,0,0,0,0,0
405,25,1,688,1,3,3,1,1,91,3,1,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,True,0,0,1,0,0,0,1,0,0,0,0,0,0
406,52,1,319,1,3,3,4,1,39,2,3,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,False,0,0,1,0,0,0,0,0,1,0,0,0,0
407,45,1,192,1,10,2,1,1,69,3,1,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
408,52,1,1490,1,4,2,4,0,30,3,4,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,False,1,0,0,0,0,0,0,1,0,0,0,0,0
409,42,2,532,1,29,2,1,0,92,3,2,3,2,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
410,30,1,317,1,2,3,3,0,43,1,2,4,0,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,False,1,0,0,0,0,0,0,0,1,0,0,0,0
411,60,1,422,1,7,3,1,0,41,3,5,1,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,False,1,0,0,0,0,0,0,1,0,0,0,0,0
412,46,1,1485,1,18,3,3,0,87,3,2,3,2,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,False,0,0,1,0,0,0,0,0,1,0,0,0,0
413,42,2,1368,1,28,4,4,0,88,2,2,4,1,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,False,0,0,0,0,1,0,0,0,0,0,0,0,0
414,24,1,1448,0,1,1,1,0,62,3,1,2,0,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,True,0,0,0,0,1,0,0,0,0,0,0,0,1
415,34,2,296,0,6,2,4,0,33,1,1,3,2,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0,1
416,38,2,1490,1,2,2,4,1,42,3,1,4,1,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
417,40,1,1398,0,2,4,3,0,79,3,5,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,False,1,0,0,0,0,0,0,1,0,0,0,0,0
418,26,1,1349,1,23,3,1,0,90,3,1,4,2,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,False,1,0,0,0,0,0,0,0,0,0,1,0,0
419,30,0,1400,1,3,3,3,1,53,3,1,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,False,1,0,0,0,0,0,1,0,0,0,0,0,0
420,29,1,986,1,3,4,2,1,93,2,3,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,False,0,0,1,0,0,0,0,0,0,1,0,0,0
421,29,1,408,1,25,5,3,0,71,2,1,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,True,0,0,0,0,1,0,0,0,0,0,1,0,0
422,19,1,489,2,2,2,1,1,52,2,1,4,0,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,True,0,0,0,0,1,1,0,0,0,0,0,0,0
423,30,0,1398,0,22,4,3,0,69,3,3,1,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,False,0,0,0,1,0,0,0,0,0,0,0,1,0
424,57,1,210,0,29,3,1,1,56,2,4,4,2,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,False,0,1,0,0,0,0,0,1,0,0,0,0,0
425,50,1,1099,1,29,4,2,1,88,2,4,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,False,1,0,0,0,0,0,0,1,0,0,0,0,0
426,30,0,1116,1,2,3,3,0,49,3,1,4,0,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,False,0,0,1,0,0,0,1,0,0,0,0,0,0
427,60,2,1499,0,28,3,3,0,80,2,3,1,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,False,0,1,0,0,0,0,0,0,0,0,0,1,0
428,47,1,983,1,2,2,1,0,65,3,2,4,2,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,False,0,0,1,0,0,0,0,0,1,0,0,0,0
429,46,1,1009,1,2,3,1,1,51,3,4,3,1,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,False,1,0,0,0,0,0,0,0,0,1,0,0,0
430,35,1,144,1,22,3,4,1,46,1,1,3,0,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,False,1,0,0,0,0,0,1,0,0,0,0,0,0
431,54,1,548,1,8,4,3,0,42,3,2,3,0,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,False,1,0,0,0,0,0,1,0,0,0,0,0,0
432,34,1,1303,1,2,4,4,1,62,2,1,3,2,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,False,1,0,0,0,0,0,0,0,0,0,1,0,0
433,46,1,1125,0,10,3,3,0,94,2,3,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,False,0,1,0,0,0,0,0,0,0,0,0,1,0
434,31,1,1274,1,9,1,3,1,33,3,3,2,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,False,1,0,0,0,0,0,0,0,1,0,0,0,0
435,33,1,1277,1,15,1,2,1,56,3,3,3,1,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,True,0,0,1,0,0,0,0,1,0,0,0,0,0
436,33,1,587,1,10,1,1,1,38,1,1,4,2,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,True,0,0,1,0,0,0,1,0,0,0,0,0,0
437,30,1,413,0,7,1,4,1,57,3,1,2,0,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,False,0,1,0,0,0,0,0,0,0,0,0,0,1
438,35,1,1276,1,16,3,4,1,72,3,3,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0
439,31,2,534,1,20,3,1,1,66,3,3,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0,0
440,34,2,988,2,23,3,2,0,43,3,3,1,2,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,True,0,0,0,0,0,1,0,0,0,0,0,0,0
441,42,2,1474,1,5,2,2,1,97,3,1,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,False,0,0,0,1,0,0,1,0,0,0,0,0,0
442,36,0,635,0,10,4,2,1,32,3,3,4,0,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,False,0,0,1,0,0,0,0,0,0,0,0,1,0
443,22,2,1368,1,4,1,3,1,99,2,1,3,0,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,True,0,0,0,0,1,0,1,0,0,0,0,0,0
444,48,1,163,0,2,5,2,0,37,3,2,4,1,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,False,0,1,0,0,0,0,0,0,0,0,0,1,0
445,55,1,1117,0,18,5,1,0,83,3,4,2,0,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,False,1,0,0,0,0,0,0,1,0,0,0,0,0
446,41,0,267,0,10,2,4,1,56,3,2,4,0,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,False,1,0,0,0,0,0,0,0,0,0,0,1,0
447,35,1,619,0,1,3,2,1,85,3,2,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,False,0,1,0,0,0,0,0,0,0,0,0,1,0
448,40,1,302,1,6,3,2,0,75,3,4,3,0,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,False,1,0,0,0,0,0,0,0,1,0,0,0,0
449,39,2,443,1,8,1,3,0,48,3,1,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,False,1,0,0,0,0,0,1,0,0,0,0,0,0
450,31,1,828,0,2,1,2,1,77,3,2,4,0,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,False,1,0,0,0,0,0,0,0,0,0,0,1,0
451,42,1,319,1,24,3,4,1,56,3,3,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,False,0,0,1,0,0,0,0,0,1,0,0,0,0
452,45,1,561,0,2,3,4,1,61,3,2,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,False,0,0,0,1,0,0,0,0,0,0,0,1,0
453,26,2,426,2,17,4,2,0,58,3,1,3,2,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,True,1,0,0,0,0,1,0,0,0,0,0,0,0
454,29,1,232,1,19,3,4,1,34,3,2,4,2,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,False,0,0,0,0,1,0,0,0,1,0,0,0,0
